2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = ffffffff, exists = true, startAddr = 1f800000, endAddr = 1f8fffff, rowSize = 0000, rowEraseSize = 0000, addrInc = 0004, widthProgram = 0004
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0004, widthProgram = 0004
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0004, widthProgram = 0004
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 7fffffff, exists = true, startAddr = ffffffff, endAddr = fffffffe, rowSize = 0001, rowEraseSize = 0000, addrInc = 0001, widthProgram = 0001
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: CfgRequiredBitsMask Values:
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 Address = 1fc0ff40, Mask = 7b000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc6ffc0, End = 1fc6ffff, Buffer Length = 0, Type = Cfg, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc6ff40, End = 1fc6ff7f, Buffer Length = 0, Type = Cfg, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc00000, End = 1fc0feff, Buffer Length = 0, Type = BootFlash, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc20000, End = 1fc2feff, Buffer Length = 0, Type = BootFlash, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc40000, End = 1fc4feff, Buffer Length = 0, Type = BootFlash, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc60000, End = 1fc6feff, Buffer Length = 0, Type = BootFlash, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc10000, End = 1fc13fff, Buffer Length = 0, Type = BootFlash, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc30000, End = 1fc33fff, Buffer Length = 0, Type = BootFlash, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc50000, End = 1fc53fff, Buffer Length = 0, Type = BootFlash, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc70000, End = 1fc73fff, Buffer Length = 0, Type = BootFlash, Mask = 00000000
2233 1749827399312 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Payload End
2233 1749827399312 XXXX 1749827399312, Thread 2233: XXXX 1749827399312, Entering Thread 2233: Commands::runScriptBasic, script name = EnterTMOD_LV, timeOut = -1 ms  
2233 1749827399318 XXXX 1749827399318, Thread 2233: XXXX 1749827399318, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399318 XXXX 1749827399318, Thread 2233: XXXX 1749827399318, Entering Thread 2233: Commands::runScriptBasic, script name = InitJTAG, timeOut = -1 ms  
2233 1749827399318 XXXX 1749827399318, Thread 2233: XXXX 1749827399318, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399318 XXXX 1749827399318, Thread 2233: XXXX 1749827399318, Entering Thread 2233: Commands::runScriptBasic, script name = EraseChip, timeOut = 30000 ms  
2233 1749827399421 XXXX 1749827399421, Thread 2233: XXXX 1749827399421, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399421 XXXX 1749827399421, Thread 2233: XXXX 1749827399421, Entering Thread 2233: Commands::runScriptBasic, script name = ExitTMOD, timeOut = -1 ms  
2233 1749827399423 XXXX 1749827399423, Thread 2233: XXXX 1749827399423, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399423 XXXX 1749827399423, Thread 2233: XXXX 1749827399423, Entering Thread 2233: Commands::runScriptBasic, script name = EnterTMOD_LV, timeOut = -1 ms  
2233 1749827399429 XXXX 1749827399429, Thread 2233: XXXX 1749827399429, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399429 XXXX 1749827399429, Thread 2233: XXXX 1749827399429, Entering Thread 2233: Commands::runScriptBasic, script name = InitJTAG, timeOut = -1 ms  
2233 1749827399429 XXXX 1749827399429, Thread 2233: XXXX 1749827399429, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399429 XXXX 1749827399429, Thread 2233: XXXX 1749827399429, Entering Thread 2233: Commands::runScriptBasic, script name = GetDeviceID, timeOut = -1 ms  
2233 1749827399431 XXXX 1749827399431, Thread 2233: XXXX 1749827399431, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399431 XXXX 1749827399431, Thread 2233: XXXX 1749827399431, Entering Thread 2233: Commands::runScriptBasic, script name = GetDeviceID, timeOut = -1 ms  
2233 1749827399432 XXXX 1749827399432, Thread 2233: XXXX 1749827399432, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399432 XXXX 1749827399432, Thread 2233: XXXX 1749827399432, Entering Thread 2233: Commands::runScriptBasic, script name = CheckCodeProtect, timeOut = -1 ms  
2233 1749827399433 XXXX 1749827399433, Thread 2233: XXXX 1749827399433, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Post:SendOperation
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Return Value
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 None
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Return End

2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Pre:SendOperation
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Payload
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 OperationInfo: Values:
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 OperationInfo: Type = write, Mask = 00000000, Erase = false, Production Mode = true
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1d000000, End = 1d0b7fff, Buffer Length = 753664, Type = Pgm, Mask = 00000000
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc0ffc0, End = 1fc0ffff, Buffer Length = 64, Type = Cfg, Mask = 00000000
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 TransferInfo: Start = 1fc00000, End = 1fc03fff, Buffer Length = 16384, Type = BootFlash, Mask = 00000000
2233 1749827399433 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Payload End
2233 1749827399433 XXXX 1749827399433, Thread 2233: XXXX 1749827399433, Entering Thread 2233: Commands::runScriptBasic, script name = GetDeviceID, timeOut = -1 ms  
2233 1749827399435 XXXX 1749827399435, Thread 2233: XXXX 1749827399435, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399435 XXXX 1749827399435, Thread 2233: XXXX 1749827399435, Entering Thread 2233: Commands::runScriptBasic, script name = CheckCodeProtect, timeOut = -1 ms  
2233 1749827399435 XXXX 1749827399435, Thread 2233: XXXX 1749827399435, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399435 XXXX 1749827399435, Thread 2233: XXXX 1749827399435, Entering Thread 2233: Commands::runScriptBasic, script name = SetupSerialMode, timeOut = -1 ms  
2233 1749827399437 XXXX 1749827399437, Thread 2233: XXXX 1749827399437, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399437 XXXX 1749827399437, Thread 2233: XXXX 1749827399437, Entering Thread 2233: Commands::runScriptBasic, script name = LoadLoader, timeOut = -1 ms  
2233 1749827399459 XXXX 1749827399459, Thread 2233: XXXX 1749827399459, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399459 XXXX 1749827399459, Thread 2233: XXXX 1749827399459, Entering Thread 2233: Commands::runScriptWithDownload, script name = DownloadPE  
2233 1749827399544 XXXX 1749827399544, Thread 2233: XXXX 1749827399544, Exiting Thread 2233: Commands::runScriptWithDownload(DownloadPE)  
2233 1749827399544 XXXX 1749827399544, Thread 2233: XXXX 1749827399544, Entering Thread 2233: Commands::runScriptBasic, script name = TestPEConnect, timeOut = -1 ms  
2233 1749827399544 XXXX 1749827399544, Thread 2233: XXXX 1749827399544, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827399545 XXXX 1749827399545, Thread 2233: XXXX 1749827399545, Entering Thread 2233: Commands::runScriptWithDownload, script name = WriteProgmemPE  
2233 1749827411991 XXXX 1749827411991, Thread 2233: XXXX 1749827411991, Exiting Thread 2233: Commands::runScriptWithDownload(WriteProgmemPE)  
2233 1749827411991 XXXX 1749827411991, Thread 2233: XXXX 1749827411991, Entering Thread 2233: Commands::runScriptBasic, script name = CalcCRC_PE, timeOut = -1 ms  
2233 1749827412103 XXXX 1749827412103, Thread 2233: XXXX 1749827412103, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827412103 XXXX 1749827412103, Thread 2233: XXXX 1749827412103, Entering Thread 2233: Commands::runScriptBasic, script name = CalcCRC_PE, timeOut = -1 ms  
2233 1749827412215 XXXX 1749827412215, Thread 2233: XXXX 1749827412215, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827412215 XXXX 1749827412215, Thread 2233: XXXX 1749827412215, Entering Thread 2233: Commands::runScriptBasic, script name = CalcCRC_PE, timeOut = -1 ms  
2233 1749827412327 XXXX 1749827412327, Thread 2233: XXXX 1749827412327, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827412327 XXXX 1749827412327, Thread 2233: XXXX 1749827412327, Entering Thread 2233: Commands::runScriptBasic, script name = CalcCRC_PE, timeOut = -1 ms  
2233 1749827412439 XXXX 1749827412439, Thread 2233: XXXX 1749827412439, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827412439 XXXX 1749827412439, Thread 2233: XXXX 1749827412439, Entering Thread 2233: Commands::runScriptBasic, script name = CalcCRC_PE, timeOut = -1 ms  
2233 1749827412551 XXXX 1749827412551, Thread 2233: XXXX 1749827412551, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827412551 XXXX 1749827412551, Thread 2233: XXXX 1749827412551, Entering Thread 2233: Commands::runScriptBasic, script name = CalcCRC_PE, timeOut = -1 ms  
2233 1749827412635 XXXX 1749827412635, Thread 2233: XXXX 1749827412635, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827412636 XXXX 1749827412636, Thread 2233: XXXX 1749827412636, Entering Thread 2233: Commands::runScriptWithDownload, script name = WriteConfigmemPE  
2233 1749827412640 XXXX 1749827412640, Thread 2233: XXXX 1749827412640, Exiting Thread 2233: Commands::runScriptWithDownload(WriteConfigmemPE)  
2233 1749827412640 XXXX 1749827412640, Thread 2233: XXXX 1749827412640, Entering Thread 2233: Commands::runScriptWithUpload, script name = ReadProgmemPE  
2233 1749827412640 XXXX 1749827412640, Thread 2233: XXXX 1749827412640, Entering Thread 2233: ToolCommUsb::readTransfer, sideData is 0x38 bytes long, transferDataLength is 0x40 bytes long  
2233 1749827412642 XXXX 1749827412642, Thread 2233: XXXX 1749827412642, Exiting Thread 2233: ToolCommUsb::readTransfer,  cr.status = 0x0  
2233 1749827412642 XXXX 1749827412642, Thread 2233: XXXX 1749827412642, Exiting Thread 2233: Commands::runScriptWithUpload  
2233 1749827412642 XXXX 1749827412642, Thread 2233: XXXX 1749827412642, Entering Thread 2233: Commands::runScriptWithDownload, script name = P32PE_ProgramCluster  
2233 1749827412984 XXXX 1749827412984, Thread 2233: XXXX 1749827412984, Exiting Thread 2233: Commands::runScriptWithDownload(P32PE_ProgramCluster)  
2233 1749827412984 XXXX 1749827412984, Thread 2233: XXXX 1749827412984, Entering Thread 2233: Commands::runScriptWithUpload, script name = ReadProgmemPE  
2233 1749827412984 XXXX 1749827412984, Thread 2233: XXXX 1749827412984, Entering Thread 2233: ToolCommUsb::readTransfer, sideData is 0x38 bytes long, transferDataLength is 0x4000 bytes long  
2233 1749827413274 XXXX 1749827413274, Thread 2233: XXXX 1749827413274, Exiting Thread 2233: ToolCommUsb::readTransfer,  cr.status = 0x0  
2233 1749827413274 XXXX 1749827413274, Thread 2233: XXXX 1749827413274, Exiting Thread 2233: Commands::runScriptWithUpload  
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Post:SendOperation
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Return Value
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 None
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Return End

2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Pre:endOfOperations
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Payload
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 null
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Payload End
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Post:endOfOperations
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Return Value
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 None
2233 1749827413274 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Return End

2233 1749827413275 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Pre:SendOperation
2233 1749827413275 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Payload
2233 1749827413275 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 OperationInfo: Values:
2233 1749827413275 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 OperationInfo: Type = releasefromreset, Mask = 00000000, Erase = false, Production Mode = true
2233 1749827413275 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Payload End
2233 1749827413275 XXXX 1749827413275, Thread 2233: XXXX 1749827413275, Entering Thread 2233: Commands::runScriptBasic, script name = ExitTMOD, timeOut = -1 ms  
2233 1749827413276 XXXX 1749827413276, Thread 2233: XXXX 1749827413276, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827413276 XXXX 1749827413276, Thread 2233: XXXX 1749827413276, Entering Thread 2233: Commands::runScriptBasic with script contents. contents[0] = 0x42, ...  
2233 1749827413277 XXXX 1749827413277, Thread 2233: XXXX 1749827413277, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827413277 XXXX 1749827413277, Thread 2233: XXXX 1749827413277, Entering Thread 2233: Commands::runScriptBasic with script contents. contents[0] = 0xef, ...  
2233 1749827413288 XXXX 1749827413288, Thread 2233: XXXX 1749827413288, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827413288 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Post:SendOperation
2233 1749827413288 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Return Value
2233 1749827413288 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 None
2233 1749827413288 GEN4_TO_CONTROLLER_LOG:GEN4_PROGRAM_INT_LOG_PIC32MZ2048EFM100 Return End
2233 1749827413296 GEN4_CONNECT_DIAGNOSTICS:MPLABCommTool is null

2233 1749827413296 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Pre:GetFirmwareInfo
2233 1749827413296 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload
2233 1749827413296 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 null
2233 1749827413296 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Post:GetFirmwareInfo
2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return Value
2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 FirmwareInfo: Values:
2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 FirmwareInfo: boot = false, bootVer = 01.00.00, apVer = 02.04.22, fpgaVer = ff.ff.ff, scriptVer = 00.08.91, macAddress = 0504883548174844853485156484857, devID = a1020e01, devID1 = 2, devSN0 = ffffffff, devSN1 = ffffffff, serialNumber = BUR222474482, appCommitID = null, scriptCommitID = 0674c1b56b, PCB_ID = 6
2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return End

2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Pre:SetPowerInfo
2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload
2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 PowerInfo: Values:
2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 PowerInfo: shotDownSystem = true, isToolPower = false, voltage = 0.000000, useVppFirst = false, useLowVoltageProgramming = true, useMaintainActivePower = false
2233 1749827413303 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2233 1749827413303 XXXX 1749827413303, Thread 2233: XXXX 1749827413303, Entering Thread 2233: Commands::runScriptBasic with script contents. contents[0] = 0x39, ...  
2233 1749827413303 XXXX 1749827413303, Thread 2233: XXXX 1749827413303, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827413303 XXXX 1749827413303, Thread 2233: XXXX 1749827413303, Entering Thread 2233: Commands::runScriptBasic with script contents. contents[0] = 0x44, ...  
2233 1749827413316 XXXX 1749827413316, Thread 2233: XXXX 1749827413316, Exiting Thread 2233: Commands::runScriptBasic  
2233 1749827413316 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Post:SetPowerInfo
2233 1749827413316 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return Value
2233 1749827413316 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 none
2233 1749827413316 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return End
2233 1749827413316 GEN4_CONNECT_DIAGNOSTICS:Removing plug and play observer com.microchip.mplab.mdbcore.RI4Tool.RI4ToolBase$RI4PlugNPlayObserver@5e0ebc6d
2233 1749827413316 GEN4_CONNECT_DIAGNOSTICS:Begin PlugNPlayObservers list dump:
2233 1749827413316 GEN4_CONNECT_DIAGNOSTICS:End PlugNPlayObservers list dump:
2233 1749827413366 GEN4_CONNECT_DIAGNOSTICS:Calling RIDbgToolCom.Disconnect
2233 1749827413366 GEN4_CONNECT_DIAGNOSTICS:Calling MPLABCommTool.Detach to remove tool from plug and play list
2233 1749827413366 GEN4_CONNECT_DIAGNOSTICS:Calling RIDbgToolCom.DisconnectFromMPlabComm
2233 1749827413366 GEN4_CONNECT_DIAGNOSTICS:Calling MPLABCommTool.Disconnect
2291 1749881902239 GEN4_CONNECT_DIAGNOSTICS:MPLABCommTool is NOT null
2291 1749881902239 GEN4_CONNECT_DIAGNOSTICS:AttachedToolPID = 9012, AttachedToolVID = 4d8
2291 1749881902239 GEN4_CONNECT_DIAGNOSTICS:transport type = USB
2291 1749881902239 GEN4_CONNECT_DIAGNOSTICS:AttachedToolPID = 9012, AttachedToolVID = 4d8
2291 1749881902240 com.microchip.mplab.mdbcore.RealICETool.RIDbgToolCom
2291 1749881902240 GEN4_CONNECT_DIAGNOSTICS:Before MPLABCommTool.Connect()
2291 1749881902240 GEN4_CONNECT_DIAGNOSTICS:After MPLABCommTool.Connect()
2291 1749881902240 GEN4_CONNECT_DIAGNOSTICS:MPLABCommTool.Connect() returned MPLABCOMM_NO_ERROR
2291 1749881902240 GEN4_CONNECT_DIAGNOSTICS:Attaching to MPLABCommTool plugnplay
2291 1749881902240 GEN4_CONNECT_DIAGNOSTICS:Adding new plug and play observer com.microchip.mplab.mdbcore.RI4Tool.RI4ToolBase$RI4PlugNPlayObserver@624c37db
2291 1749881902240 GEN4_CONNECT_DIAGNOSTICS:Begin PlugNPlayObservers list dump:
2291 1749881902240 GEN4_CONNECT_DIAGNOSTICS:com.microchip.mplab.mdbcore.RI4Tool.RI4ToolBase$RI4PlugNPlayObserver@624c37db
2291 1749881902240 GEN4_CONNECT_DIAGNOSTICS:End PlugNPlayObservers list dump:
2291 1749881902240 GEN4_CONNECT_DIAGNOSTICS:Registering for alternate PNP notifications. CommPnPCriteria.cPIDList = [2177, 2179, 217a, 2141, 9017, 901b, 9036, 9035], CommPnPCriteria.cSerialNumber = bur222474482

2291 1749881902262 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 Pre:init
2291 1749881902262 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 Payload
2291 1749881902262 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: Values:
